_id,ID,SCH_NAME,ADDRESS,CITY,POSTAL_CODE,MET_PANEL_ID,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,MUNICIPALITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,OBJECTID,geometry
281,281,Earl Haig Secondary School,100 Princess Avenue,North York,M2N 3R7,S,3310442,100,Princess Ave,100 Princess Ave,North York,Earl Haig Secondary School,115001,3310436,100,None,,None,6470,281,"{""coordinates"": [[-79.4059659483565, 43.7696090327771]], ""type"": ""MultiPoint""}"
282,282,Earl Grey Senior Public School,100 Strathcona Avenue,Toronto,M4J 1G8,E,6355066,100,Strathcona Ave,100 Strathcona Ave,former Toronto,Earl Grey Senior Public School,115001,14022315,100,None,,None,4496,282,"{""coordinates"": [[-79.3405244209135, 43.6768438820104]], ""type"": ""MultiPoint""}"
283,283,William Burgess Elementary School,100 Torrens Avenue,East York,M4J 2P5,E,35916,100,Torrens Ave,100 Torrens Ave,East York,William Burgess Public School,115001,1540,100,None,,None,361,283,"{""coordinates"": [[-79.348157720646, 43.6919277284887]], ""type"": ""MultiPoint""}"
284,284,Secord Elementary School,101 Barrington Avenue,East York,M4C 4Y9,E,10363878,101,Barrington Ave,101 Barrington Ave,East York,Secord Elementary School,115001,10363876,101,None,,None,21,284,"{""coordinates"": [[-79.3018312433153, 43.6923788956395]], ""type"": ""MultiPoint""}"
285,285,Glen Park Public School,101 Englemount Avenue,North York,M6B 4L5,E,14038150,101,Englemount Ave,101 Englemount Ave,North York,Glen Park Public School,115001,445733,101,None,,None,5517,285,"{""coordinates"": [[-79.4357473261606, 43.7132238247354]], ""type"": ""MultiPoint""}"
286,286,Kew Beach Junior Public School,101 Kippendavie Avenue,Toronto,M4L 3R3,E,8236907,101,Kippendavie Ave,101 Kippendavie Ave,former Toronto,Kew Beach Public School,115001,8236876,101,None,,None,3790,286,"{""coordinates"": [[-79.3027273153273, 43.6684642406022]], ""type"": ""MultiPoint""}"
287,287,Wexford Collegiate School for the Arts,1176 Pharmacy Avenue,Scarborough,M1R 2H7,S,373269,1176,Pharmacy Ave,1176 Pharmacy Ave,Scarborough,Wexford Collegiate Institute,115001,14663380,1176,None,,None,8691,287,"{""coordinates"": [[-79.3067953750859, 43.7461595742932]], ""type"": ""MultiPoint""}"
288,288,Birch Cliff Heights Public School,120 Highview Avenue,Scarborough,M1N 2J1,E,343964,120,Highview Ave,120 Highview Ave,Scarborough,Birch Cliff Heights Public School,115001,112688,120,None,,None,9828,288,"{""coordinates"": [[-79.259816624788, 43.7017413937537]], ""type"": ""MultiPoint""}"
289,289,Pierre Laporte Middle School,1270 Wilson Avenue,North York,M3M 1H5,E,576369,1270,Wilson Ave,1270 Wilson Ave,North York,Pierre Laporte Middle School,115001,444500,1270,None,,None,4693,289,"{""coordinates"": [[-79.4921243121893, 43.7250745328027]], ""type"": ""MultiPoint""}"
290,290,William G Davis Junior Public School,128 East Avenue,West Hill,M1C 3L6,E,2375320,128,East Ave,128 East Ave,Scarborough,William G Davis Junior Public School,115001,2375314,128,None,,None,3352,290,"{""coordinates"": [[-79.1344743650252, 43.7850464257848]], ""type"": ""MultiPoint""}"
291,291,Fern Avenue Junior and Senior Public School,128 Fern Avenue,Toronto,M6R 1K3,E,8007871,128,Fern Ave,128 Fern Ave,former Toronto,Fern Avenue Public School,115001,14017573,128,None,,None,591,291,"{""coordinates"": [[-79.4461128419154, 43.6451803159495]], ""type"": ""MultiPoint""}"
292,292,Lynngate Junior Public School,129 Cass Avenue,Agincourt,M1T 2B5,E,316950,129,Cass Ave,129 Cass Ave,Scarborough,Lynngate Junior Public School,115001,30100525,129,None,,None,7523,292,"{""coordinates"": [[-79.300660254809, 43.7766766424049]], ""type"": ""MultiPoint""}"
293,293,John Ross Robertson Junior Public School,130 Glengrove Avenue West,Toronto,M4R 1P2,E,812871,130,Glengrove Ave W,130 Glengrove Ave W,former Toronto,John Ross Robertson Junior Public School,115001,1137988,130,None,,None,3544,293,"{""coordinates"": [[-79.4088642991292, 43.7183259803294]], ""type"": ""MultiPoint""}"
294,294,St Andrew's Middle School,131 Fenn Avenue,North York,M2P 1X7,E,515118,131,Fenn Ave,131 Fenn Ave,North York,St Andrew's Middle School,115001,441207,131,None,,None,5575,294,"{""coordinates"": [[-79.3903297628128, 43.7515973528757]], ""type"": ""MultiPoint""}"
295,295,Maryvale Public School,1325 Pharmacy Avenue,Scarborough,M1R 2J1,E,2820814,1325,Pharmacy Ave,1325 Pharmacy Ave,Scarborough,Maryvale Public School,115001,2820803,1325,None,,None,8691,295,"{""coordinates"": [[-79.307836183235, 43.754822068202]], ""type"": ""MultiPoint""}"
296,296,Balmy Beach Community School,14 Pine Avenue,Toronto,M4E 1L6,E,7667200,14,Pine Ave,14 Pine Ave,former Toronto,"Balmy Beach Community School, Balmy Beach Community Recreation Centre",115001,14673229,14,None,,None,4190,296,"{""coordinates"": [[-79.289826941499, 43.6764359194877]], ""type"": ""MultiPoint""}"
297,297,Perth Avenue Junior Public School,14 Ruskin Avenue,Toronto,M6P 3P8,E,8431734,14,Ruskin Ave,14 Ruskin Ave,former Toronto,Perth Avenue Junior Public School,115001,8431729,14,None,,None,4342,297,"{""coordinates"": [[-79.4524196858968, 43.6628313614165]], ""type"": ""MultiPoint""}"
298,298,Sheppard Public School,1430 Sheppard Avenue West,North York,M3M 2W9,E,10133016,1430,Sheppard Ave W,1430 Sheppard Ave W,North York,Sheppard Public School,115001,10133008,1430,None,,None,6699,298,"{""coordinates"": [[-79.4882606578029, 43.7454243556118]], ""type"": ""MultiPoint""}"
299,299,Baycrest Public School,145 Baycrest Avenue,North York,M6A 1W4,E,487550,145,Baycrest Ave,145 Baycrest Ave,North York,Baycrest Public School,115001,444124,145,None,,None,4905,299,"{""coordinates"": [[-79.4442515073691, 43.7266057772143]], ""type"": ""MultiPoint""}"
300,300,Victoria Park Elementary School,145 Tiago Avenue,East York,M4B 2A6,E,3259557,145,Tiago Ave,145 Tiago Ave,East York,Victoria Park Elementary School,115001,3259538,145,None,,None,357,300,"{""coordinates"": [[-79.2981507568545, 43.712689182329]], ""type"": ""MultiPoint""}"
301,301,Armour Heights Public School,148 Wilson Avenue,North York,M5M 3A5,E,576041,148,Wilson Ave,148 Wilson Ave,North York,Armour Heights Public School,115001,20055791,148,None,,None,4693,301,"{""coordinates"": [[-79.4195222787578, 43.7409100432478]], ""type"": ""MultiPoint""}"
302,302,Humewood Community School,15 Cherrywood Avenue,York,M6C 2X4,E,55237,15,Cherrywood Ave,15 Cherrywood Ave,York,Humewood Community School,115001,8534,15,None,,None,499,302,"{""coordinates"": [[-79.4280204516617, 43.6866350930218]], ""type"": ""MultiPoint""}"
303,303,Earl Haig Public School,15 Earl Haig Avenue,Toronto,M4C 1E2,E,799259,15,Earl Haig Ave,15 Earl Haig Ave,former Toronto,Earl Haig Junior Public School,115001,1140005,15,None,,None,3349,303,"{""coordinates"": [[-79.3212504675318, 43.6813314530514]], ""type"": ""MultiPoint""}"
304,304,Newtonbrook Secondary School,155 Hilda Avenue,North York,M2M 1V6,S,10335749,155,Hilda Ave,155 Hilda Ave,North York,Newtonbrook Secondary School,115001,10335742,155,None,,None,5839,304,"{""coordinates"": [[-79.4262425900561, 43.7935491354672]], ""type"": ""MultiPoint""}"
305,305,Bendale Business and Technical Institute,1555 Midland Avenue,Scarborough,M1P 3C1,S,2820831,1555,Midland Ave,1555 Midland Ave,Scarborough,Bendale BTI,115001,2820380,1555,None,,None,8496,305,"{""coordinates"": [[-79.2647430887907, 43.755339758132]], ""type"": ""MultiPoint""}"
306,306,Subway Academy I,16 Phin Avenue,Toronto,M4J 3T2,S,853872,16,Phin Ave,16 Phin Ave,former Toronto,Eastern High School Of Commerce,115001,1140397,16,None,,None,4186,306,"{""coordinates"": [[-79.3366360566295, 43.6791402347004]], ""type"": ""MultiPoint""}"
307,307,Elizabeth Simcoe Junior Public School,166 Sylvan Avenue,Scarborough,M1E 1A3,E,390308,166,Sylvan Ave,166 Sylvan Ave,Scarborough,Elizabeth Simcoe Junior Public School,115001,110959,166,None,,None,4522,307,"{""coordinates"": [[-79.2060348701063, 43.7381519615688]], ""type"": ""MultiPoint""}"
308,308,Dennis Avenue Community School,17 Dennis Avenue,York,M6N 2T7,E,10313238,17,Dennis Ave,17 Dennis Ave,York,Dennis Avenue Community School,115001,10313197,17,None,,None,551,308,"{""coordinates"": [[-79.4872863165976, 43.6844195398894]], ""type"": ""MultiPoint""}"
309,309,Avondale Elementary Alternative School,171 Avondale Ave,North York,M2N 2V4,E,485329,171,Avondale Ave,171 Avondale Ave,North York,Avondale Alternative School,115001,439906,171,None,,None,4853,309,"{""coordinates"": [[-79.4000020943236, 43.7596784143197]], ""type"": ""MultiPoint""}"
310,310,Avondale Secondary Alternative School,24 Silverview Dr,North York,M2N 2B3,S,7315504,24,Silverview Dr,24 Silverview Dr,North York,Griffin Centre,115001,7315505,24,None,,None,6720,310,"{""coordinates"": [[-79.4118431542439, 43.7863065106423]], ""type"": ""MultiPoint""}"
311,311,Richview Collegiate Institute,1738 Islington Avenue,Etobicoke,M9A 3N2,S,1009103,1738,Islington Ave,1738 Islington Ave,Etobicoke,Richview Collegiate Institute,115001,30023253,1738,None,,None,1863,311,"{""coordinates"": [[-79.5395009465865, 43.6786465333719]], ""type"": ""MultiPoint""}"
312,312,Cordella Junior Public School,175 Cordella Avenue,York,M6N 2K1,E,8492735,175,Cordella Ave,175 Cordella Ave,York,Cordella Junior Public School,115001,30073965,175,None,,None,528,312,"{""coordinates"": [[-79.4875854399739, 43.6790700932118]], ""type"": ""MultiPoint""}"
313,313,Gracefield Public School,177 Gracefield Avenue,North York,M6L 1L7,E,10035226,177,Gracefield Ave,177 Gracefield Ave,North York,Gracefield Public School,115001,30097198,177,None,,None,5729,313,"{""coordinates"": [[-79.4914064041562, 43.709018391832]], ""type"": ""MultiPoint""}"
314,314,Morse Street Junior Public School,180 Carlaw Avenue,Toronto,M4M 2R9,E,779906,180,Carlaw Ave,180 Carlaw Ave,former Toronto,Morse Street Junior Public School,115001,14038008,180,None,,None,56,314,"{""coordinates"": [[-79.3401666940738, 43.6601669225421]], ""type"": ""MultiPoint""}"
315,315,Queen Alexandra Middle School,181 Broadview Avenue,Toronto,M4M 2G3,E,6350054,181,Broadview Ave,181 Broadview Ave,former Toronto,Queen Alexandra Middle School,115001,1143632,181,None,,None,44,315,"{""coordinates"": [[-79.3500911323149, 43.6616429603441]], ""type"": ""MultiPoint""}"
316,316,Churchill Public School,188 Churchill Avenue,North York,M2N 1Z5,E,499519,188,Churchill Ave,188 Churchill Ave,North York,Churchill Public School,115001,438811,188,None,,None,3167,316,"{""coordinates"": [[-79.4270361642829, 43.7707536046539]], ""type"": ""MultiPoint""}"
317,317,Gledhill Junior Public School,2 Gledhill Avenue,Toronto,M4C 5K6,E,10080042,2,Gledhill Ave,2 Gledhill Ave,East York,"Gledhill Junior Public School, Terry Fox Recreation Centre",115001,10080038,2,None,,None,159,317,"{""coordinates"": [[-79.3092864659493, 43.6875483306854]], ""type"": ""MultiPoint""}"
318,318,Keelesdale Junior Public School,200 Bicknell Avenue,York,M6M 4G9,E,52633,200,Bicknell Ave,200 Bicknell Ave,York,Keelesdale Junior Public School,115001,8519,200,None,,None,450,318,"{""coordinates"": [[-79.4769463100751, 43.6869571004579]], ""type"": ""MultiPoint""}"
319,319,Amesbury Middle School,201 Gracefield Avenue,North York,M6L 1L7,E,10035747,201,Gracefield Ave,201 Gracefield Ave,North York,Amesbury Middle School,115001,10035736,201,None,,None,5729,319,"{""coordinates"": [[-79.4932822327979, 43.7084286282992]], ""type"": ""MultiPoint""}"
320,320,Swansea Junior and Senior Public School,207 Windermere Avenue,Toronto,M6S 3J9,E,7635396,207,Windermere Ave,207 Windermere Ave,former Toronto,Swansea Public School,115001,7632578,207,None,,None,960,320,"{""coordinates"": [[-79.4770427530375, 43.6436792914692]], ""type"": ""MultiPoint""}"
321,321,Parkdale Collegiate Institute,209 Jameson Avenue,Toronto,M6K 2Y3,S,8168404,209,Jameson Ave,209 Jameson Ave,former Toronto,Parkdale Collegiate Institute,115001,8168402,209,None,,None,3740,321,"{""coordinates"": [[-79.4360685050841, 43.6396575139163]], ""type"": ""MultiPoint""}"
322,322,Blake Street Junior Public School,21 Boultbee Avenue,Toronto,M4J 1A7,E,774626,21,Boultbee Ave,21 Boultbee Ave,former Toronto,Blake Street Public School,115001,1141613,21,None,,None,3038,322,"{""coordinates"": [[-79.3384762500832, 43.6718063689636]], ""type"": ""MultiPoint""}"
323,323,East Alternative School of Toronto,21 Boultbee Avenue,Toronto,M4J 1A7,E,774626,21,Boultbee Ave,21 Boultbee Ave,former Toronto,Blake Street Public School,115001,1141613,21,None,,None,3038,323,"{""coordinates"": [[-79.3384762500832, 43.6718063689636]], ""type"": ""MultiPoint""}"
324,324,Cedar Drive Junior Public School,21 Gatesview Avenue,Scarborough,M1J 3G4,E,337054,21,Gatesview Ave,21 Gatesview Ave,Scarborough,Cedar Drive Junior Public School,115001,110162,21,None,,None,7957,324,"{""coordinates"": [[-79.215050939271, 43.7458528095017]], ""type"": ""MultiPoint""}"
325,325,Samuel Hearne Middle School,21 Newport Avenue,Scarborough,M1L 4N7,E,5386857,21,Newport Ave,21 Newport Ave,Scarborough,Samuel Hearne Senior Public School,115001,112878,21,None,,None,8586,325,"{""coordinates"": [[-79.2834799574648, 43.6950056241564]], ""type"": ""MultiPoint""}"
326,326,Cameron Public School,211 Cameron Avenue,North York,M2N 1E8,E,495911,211,Cameron Ave,211 Cameron Ave,North York,Cameron Public School,115001,440741,211,None,,None,484,326,"{""coordinates"": [[-79.421251554251, 43.7543606984639]], ""type"": ""MultiPoint""}"
327,327,Highview Public School,22 Highview Avenue,North York,M3M 1C4,E,2119836,22,Highview Ave,22 Highview Ave,North York,Highview Public School,115001,14610668,22,None,,None,5835,327,"{""coordinates"": [[-79.4972302699958, 43.7219510502744]], ""type"": ""MultiPoint""}"
328,328,Fairglen Junior Public School,2200 Pharmacy Avenue,Agincourt,M1W 1H8,E,373577,2200,Pharmacy Ave,2200 Pharmacy Ave,Scarborough,Fairglen Junior Public School,115001,106776,2200,None,,None,8691,328,"{""coordinates"": [[-79.3222381903671, 43.7849363770968]], ""type"": ""MultiPoint""}"
329,329,Eglinton Junior Public School,223 Eglinton Avenue East,Toronto,M4P 1L1,E,800621,223,Eglinton Ave E,223 Eglinton Ave E,former Toronto,Eglinton Junior Public School,115001,1138255,223,None,,None,125,329,"{""coordinates"": [[-79.3908468303168, 43.7079037464755]], ""type"": ""MultiPoint""}"
330,330,Winston Churchill Collegiate Institute,2239 Lawrence Avenue East,Scarborough,M1P 2P7,S,6436450,2239,Lawrence Ave E,2239 Lawrence Ave E,Scarborough,Winston Churchill Collegiate Institute,115001,6436449,2239,None,,None,3828,330,"{""coordinates"": [[-79.2783774186933, 43.7480914839731]], ""type"": ""MultiPoint""}"
331,331,Garden Avenue Junior Public School,225 Garden Avenue,Toronto,M6R 1M9,E,807559,225,Garden Ave,225 Garden Ave,former Toronto,Garden Avenue Public School,115001,14017612,225,None,,None,9807,331,"{""coordinates"": [[-79.4491237018998, 43.6432001067781]], ""type"": ""MultiPoint""}"
332,332,R J Lang Elementary and Middle School,227 Drewry Avenue,North York,M2M 1E3,E,7274066,227,Drewry Ave,227 Drewry Ave,North York,R. J. Lang Elementary and Middle School,115001,437473,227,None,,None,5435,332,"{""coordinates"": [[-79.4265104765386, 43.7834853825344]], ""type"": ""MultiPoint""}"
333,333,Dovercourt Public School,228 Bartlett Avenue,Toronto,M6H 3G4,E,6619920,228,Bartlett Ave,228 Bartlett Ave,former Toronto,Dovercourt Public School,115001,14234587,228,None,,None,2952,333,"{""coordinates"": [[-79.4357789540645, 43.666735610558]], ""type"": ""MultiPoint""}"
334,334,Deer Park Junior and Senior Public School,23 Ferndale Avenue,Toronto,M4T 2B4,E,4070042,23,Ferndale Ave,23 Ferndale Ave,former Toronto,Deer Park Junior & Senior Public School,115001,14024601,23,None,,None,3435,334,"{""coordinates"": [[-79.3915563848553, 43.689651951117]], ""type"": ""MultiPoint""}"
335,335,Sir John A Macdonald Collegiate Institute,2300 Pharmacy Avenue,Agincourt,M1W 1H8,S,373578,2300,Pharmacy Ave,2300 Pharmacy Ave,Scarborough,Sir John A Macdonald C.I.,115001,106693,2300,None,,None,8691,335,"{""coordinates"": [[-79.3236705089564, 43.7870773578969]], ""type"": ""MultiPoint""}"
336,336,Rawlinson Community School,231 Glenholme Avenue,York,M6E 3C7,E,60867,231,Glenholme Ave,231 Glenholme Ave,York,Rawlinson Community School,115001,8735,231,None,,None,615,336,"{""coordinates"": [[-79.4400434190871, 43.6839770688827]], ""type"": ""MultiPoint""}"
337,337,Greenwood Secondary School,800 Greenwood Ave,Toronto,M4J 4B7,S,6624393,800,Greenwood Ave,800 Greenwood Ave,former Toronto,Danforth Collegiate & T.I.,115001,6620281,800,None,,None,181,337,"{""coordinates"": [[-79.3340895606897, 43.6828387343202]], ""type"": ""MultiPoint""}"
338,338,School of Life Experience,1 Hanson Street,Toronto,M4J 1G6,S,2565760,1,Hanson St,1 Hanson St,former Toronto,Monarch Park Collegiate,115001,2565761,1,None,,None,3604,338,"{""coordinates"": [[-79.3227718925618, 43.6792807307855]], ""type"": ""MultiPoint""}"
339,339,John Wanless Junior Public School,245 Fairlawn Avenue,Toronto,M5M 1T2,E,13503695,245,Fairlawn Ave,245 Fairlawn Ave,former Toronto,John Wanless Junior Public School,115001,1137725,245,None,,None,3421,339,"{""coordinates"": [[-79.4120566947699, 43.7288686420148]], ""type"": ""MultiPoint""}"
340,340,Hillmount Public School,245 McNicoll Avenue,North York,M2H 2C6,E,542014,245,McNicoll Ave,245 McNicoll Ave,North York,Hillmount Public School,115001,436436,245,None,,None,6195,340,"{""coordinates"": [[-79.3507265117258, 43.7994075938642]], ""type"": ""MultiPoint""}"
341,341,Withrow Avenue Junior Public School,25 Bain Avenue,Toronto,M4K 1E5,E,765985,25,Bain Ave,25 Bain Ave,former Toronto,Withrow Public School,115001,14673415,25,None,,None,2934,341,"{""coordinates"": [[-79.3521296600971, 43.670460460892]], ""type"": ""MultiPoint""}"
342,342,Quest Alternative Senior School,25 Bain Avenue,Toronto,M4K 1E5,E,765985,25,Bain Ave,25 Bain Ave,former Toronto,Withrow Public School,115001,14673415,25,None,,None,2934,342,"{""coordinates"": [[-79.3521296600971, 43.670460460892]], ""type"": ""MultiPoint""}"
343,343,Blaydon Public School,25 Blaydon Avenue,North York,M3M 2C9,E,490361,25,Blaydon Ave,25 Blaydon Ave,North York,Blaydon Public School,115001,30085278,25,None,,None,4974,343,"{""coordinates"": [[-79.4862561391138, 43.735357222836]], ""type"": ""MultiPoint""}"
344,344,Knob Hill Public School,25 Seminole Avenue,Scarborough,M1J 1M8,E,384283,25,Seminole Ave,25 Seminole Ave,Scarborough,Knob Hill Junior Public School,115001,110291,25,None,,None,8917,344,"{""coordinates"": [[-79.2497850291991, 43.7452922846894]], ""type"": ""MultiPoint""}"
345,345,Presteign Heights Elementary School,2570 St Clair Avenue East,East York,M4B 1M3,E,34673,2570,St Clair Ave E,2570 St Clair Ave E,East York,Presteign Heights Elementary School,115001,656,2570,None,,None,339,345,"{""coordinates"": [[-79.3171939752515, 43.7055433445086]], ""type"": ""MultiPoint""}"
346,346,North Albion Collegiate Institute,2580 Kipling Avenue,Etobicoke,M9V 3B2,S,3497653,2580,Kipling Ave,2580 Kipling Ave,Etobicoke,North Albion Collegiate Institute,115001,3497654,2580,None,,None,1935,346,"{""coordinates"": [[-79.5851427788123, 43.7471415695057]], ""type"": ""MultiPoint""}"
347,347,Agincourt Collegiate Institute,2621 Midland Avenue,Agincourt,M1S 1R6,S,3211411,2621,Midland Ave,2621 Midland Ave,Scarborough,Agincourt Collegiate Institute,115001,3216896,2621,None,,None,8496,347,"{""coordinates"": [[-79.2789099586918, 43.7888738444071]], ""type"": ""MultiPoint""}"
348,348,Driftwood Public School,265 Driftwood Avenue,North York,M3N 2N6,E,509370,265,Driftwood Ave,265 Driftwood Ave,North York,Driftwood Public School,115001,30077880,265,None,,None,5437,348,"{""coordinates"": [[-79.5150042552815, 43.7629711864463]], ""type"": ""MultiPoint""}"
349,349,York Memorial Collegiate Institute,2690 Eglinton Avenue West,York,M6M 1T9,S,59118,2690,Eglinton Ave W,2690 Eglinton Ave W,York,York Memorial Collegiate Institute,115001,8171,2690,None,,None,571,349,"{""coordinates"": [[-79.4762398021686, 43.6902787238341]], ""type"": ""MultiPoint""}"
350,350,D A Morrison Middle School,271 Gledhill Avenue,East York,M4C 4L2,E,7754527,271,Gledhill Ave,271 Gledhill Ave,East York,D. A. Morrison Middle School,115001,7754529,271,None,,None,159,350,"{""coordinates"": [[-79.3116924407793, 43.6953964611984]], ""type"": ""MultiPoint""}"
351,351,David and Mary Thomson Collegiate Institute,2740 Lawrence Avenue East,Scarborough,M1P 2S7,S,7155735,2740,Lawrence Ave E,2740 Lawrence Ave E,Scarborough,None,115001,7155728,2740,None,,None,3828,351,"{""coordinates"": [[-79.2595791300931, 43.7536065622312]], ""type"": ""MultiPoint""}"
352,352,Finch Public School,277 Finch Avenue East,North York,M2N 4S3,E,9084973,277,Finch Ave E,277 Finch Ave E,North York,Finch Public School,115001,9084975,277,None,,None,5589,352,"{""coordinates"": [[-79.3949742011282, 43.7838330777765]], ""type"": ""MultiPoint""}"
353,353,Humberside Collegiate Institute,280 Quebec Avenue,Toronto,M6P 2V3,S,7472009,280,Quebec Ave,280 Quebec Ave,former Toronto,Humberside Collegiate Institute,115001,7471991,280,None,,None,4236,353,"{""coordinates"": [[-79.4706428031364, 43.6599427156923]], ""type"": ""MultiPoint""}"
354,354,Gordon A Brown Middle School,2800 St Clair Avenue East,East York,M4B 1N2,E,6427428,2800,St Clair Ave E,2800 St Clair Ave E,East York,Gordon A. Brown Middle School,115001,6427437,2800,None,,None,339,354,"{""coordinates"": [[-79.3053702914276, 43.707534131345]], ""type"": ""MultiPoint""}"
355,355,Hodgson Middle School,282 Davisville Avenue,Toronto,M4S 1H2,E,7324242,282,Davisville Ave,282 Davisville Ave,former Toronto,Hodgson Middle School,115001,7324227,282,None,,None,3271,355,"{""coordinates"": [[-79.3847932929072, 43.7010950019854]], ""type"": ""MultiPoint""}"
356,356,Charles H Best Junior Middle School,285 Wilmington Avenue,North York,M3H 5K8,E,575920,285,Wilmington Ave,285 Wilmington Ave,North York,Charles H Best Middle School,115001,439329,285,None,,None,7095,356,"{""coordinates"": [[-79.4586302368016, 43.7674452465892]], ""type"": ""MultiPoint""}"
357,357,Pleasant Public School,288 Pleasant Avenue,North York,M2R 2R1,E,30076180,288,Pleasant Ave,288 Pleasant Ave,North York,None,115001,437127,288,None,,None,6445,357,"{""coordinates"": [[-79.4345576870743, 43.7899554182757]], ""type"": ""MultiPoint""}"
358,358,Agincourt Junior Public School,29 Lockie Avenue,Agincourt,M1S 1N3,E,356507,29,Lockie Ave,29 Lockie Ave,Scarborough,Agincourt Junior Public School,115001,106335,29,None,,None,8352,358,"{""coordinates"": [[-79.2811623057309, 43.7882592158345]], ""type"": ""MultiPoint""}"
359,359,Blantyre Public School,290 Blantyre Avenue,Scarborough,M1N 2S4,E,309574,290,Blantyre Ave,290 Blantyre Ave,Scarborough,Blantyre Public School,115001,113172,290,None,,None,7377,359,"{""coordinates"": [[-79.2838646531108, 43.6851000843951]], ""type"": ""MultiPoint""}"
360,360,West Hill Public School,299 Morningside Avenue,West Hill,M1E 3G1,E,7017603,299,Morningside Ave,299 Morningside Ave,Scarborough,West Hill Public School,115001,7017604,299,None,,None,4015,360,"{""coordinates"": [[-79.1868844429518, 43.7726796050533]], ""type"": ""MultiPoint""}"
361,361,Corvette Junior Public School,30 Corvette Avenue,Scarborough,M1K 3G2,E,323066,30,Corvette Ave,30 Corvette Ave,Scarborough,Corvette Junior Public School,115001,111593,30,None,,None,7657,361,"{""coordinates"": [[-79.2621597253873, 43.726485113649]], ""type"": ""MultiPoint""}"
362,362,General Mercer Junior Public School,30 Turnberry Avenue,Toronto,M6N 1P8,E,877576,30,Turnberry Ave,30 Turnberry Ave,former Toronto,General Mercer Junior Public School,115001,1140783,30,None,,None,4576,362,"{""coordinates"": [[-79.4640229792623, 43.6789306711569]], ""type"": ""MultiPoint""}"
363,363,Silverthorn Community School,300 Kane Avenue,York,M6M 3P1,E,64913,300,Kane Ave,300 Kane Ave,York,Kane Middle Public School,115001,8438,300,None,,None,702,363,"{""coordinates"": [[-79.4694151111639, 43.6872494240615]], ""type"": ""MultiPoint""}"
364,364,Montrose Junior Public School,301 Montrose Avenue,Toronto,M6G 3G9,E,844204,301,Montrose Ave,301 Montrose Ave,former Toronto,Montrose Public School,115001,1144176,301,None,,None,4013,364,"{""coordinates"": [[-79.4188437208257, 43.6586815852248]], ""type"": ""MultiPoint""}"
365,365,Delta Alternative Senior School,301 Montrose Avenue,Toronto,M6G 3G9,E,844204,301,Montrose Ave,301 Montrose Ave,former Toronto,Montrose Public School,115001,1144176,301,None,,None,4013,365,"{""coordinates"": [[-79.4188437208257, 43.6586815852248]], ""type"": ""MultiPoint""}"
366,366,Subway Academy II,64 Baldwin Street,Toronto,M5T 1L4,S,6350055,64,Baldwin St,64 Baldwin St,former Toronto,Beverley Public School,115001,1144586,64,None,,None,2938,366,"{""coordinates"": [[-79.3957051033565, 43.6557652368658]], ""type"": ""MultiPoint""}"
367,367,Wilmington Elementary School,330 Wilmington Avenue,North York,M3H 5L1,E,575941,330,Wilmington Ave,330 Wilmington Ave,North York,Wilmington Elementary School,115001,439170,330,None,,None,7095,367,"{""coordinates"": [[-79.4604980247184, 43.7685583806317]], ""type"": ""MultiPoint""}"
368,368,McKee Public School,35 Church Avenue,North York,M2N 6X6,E,13973429,35,Church Ave,35 Church Ave,North York,McKee Public School,115001,438374,35,None,,None,5197,368,"{""coordinates"": [[-79.411056249547, 43.7741078589817]], ""type"": ""MultiPoint""}"
369,369,Sunnylea Junior School,35 Glenroy Avenue,Etobicoke,M8Y 2M2,E,6807238,35,Glenroy Ave,35 Glenroy Ave,Etobicoke,Sunnylea Junior Public School,115001,6807239,35,None,,None,1682,369,"{""coordinates"": [[-79.5068732423943, 43.6424439892717]], ""type"": ""MultiPoint""}"
370,370,Lakeshore Collegiate Institute,350 Kipling Avenue,Etobicoke,M8V 3L1,S,1011402,350,Kipling Ave,350 Kipling Ave,Etobicoke,Lakeshore Collegiate Institute,115001,914446,350,None,,None,1935,370,"{""coordinates"": [[-79.5191606370668, 43.6015634242313]], ""type"": ""MultiPoint""}"
371,371,West Hill Collegiate Institute,350 Morningside Avenue,West Hill,M1E 3G3,S,365513,350,Morningside Ave,350 Morningside Ave,Scarborough,West Hill Collegiate Institute,115001,107532,350,None,,None,4015,371,"{""coordinates"": [[-79.1905875661913, 43.7756684257862]], ""type"": ""MultiPoint""}"
372,372,Hollywood Public School,360 Hollywood Avenue,North York,M2N 3L4,E,528255,360,Hollywood Ave,360 Hollywood Ave,North York,Hollywood Public School,115001,438817,360,None,,None,5854,372,"{""coordinates"": [[-79.3918291306292, 43.7705185087478]], ""type"": ""MultiPoint""}"
373,373,Birchmount Park Collegiate Institute,3663 Danforth Avenue,Scarborough,M1N 2G2,S,325504,3663,Danforth Ave,3663 Danforth Ave,Scarborough,Birchmount Park Collegiate Institute,115001,112815,3663,None,,None,86,373,"{""coordinates"": [[-79.2594545253619, 43.697753029491]], ""type"": ""MultiPoint""}"
