_id,Operating Name,Category,Issued,Licence Address Line 1,city_std,latitude,longitude
1528,DOLLAR THRIFTY AUTOMOTIVE GROUP CANADA,DRIVE-SELF RENTAL OWNER,2006-01-04,370 KING ST W,TORONTO,43.64618402974125,-79.3916729887361
1530,DISCOUNT CAR AND TRUCK RENTALS,DRIVE-SELF RENTAL OWNER,1997-06-02,5249 DUNDAS ST W,TORONTO,43.6385242935959,-79.5380117137504
1536,BUDGETCAR,DRIVE-SELF RENTAL OWNER,2007-01-17,150 CUMBERLAND ST,TORONTO,43.66994356405442,-79.39273248822244
1542,,DRIVE-SELF RENTAL OWNER,2003-07-22,170 TORYORK DR,TORONTO,43.75935192739928,-79.55692589324669
1554,BUDGETCAR,DRIVE-SELF RENTAL OWNER,2007-01-17,415 KING ST W,TORONTO,43.6454613732361,-79.3950193609627
1557,AAA RENT CAR,DRIVE-SELF RENTAL OWNER,2008-02-27,109 REXDALE BLVD,TORONTO,43.7122853184641,-79.5641861748778
1559,HERTZ CANADA,DRIVE-SELF RENTAL OWNER,2005-12-22,38 EGLINTON AVE W,TORONTO,43.7064204163941,-79.39993391621384
1567,BUDGETCAR,DRIVE-SELF RENTAL OWNER,2007-01-17,1285 THE QUEENSWAY,TORONTO,43.62109190298805,-79.52612975688186
1570,DOLLAR THRIFTY AUTOMOTIVE GROUP CANADA,DRIVE-SELF RENTAL OWNER,2005-08-22,61 FRONT ST W,TORONTO,43.64588780320808,-79.37961156004545
1572,U SAVE CAR & TRUCK RENTAL,DRIVE-SELF RENTAL OWNER,2008-11-07,5249 DUNDAS ST W,TORONTO,43.6385242935959,-79.5380117137504
1576,AVISCAR,DRIVE-SELF RENTAL OWNER,2006-05-19,5481 DUNDAS ST W,TORONTO,43.63229168644594,-79.54438988352832
1582,HERTZ,DRIVE-SELF RENTAL OWNER,2009-09-17,65 FRONT ST W,TORONTO,43.64582163153374,-79.37992928319747
1583,HERTZ,DRIVE-SELF RENTAL OWNER,2009-09-17,44 GERRARD ST W,TORONTO,43.6584937225678,-79.3848599864299
1589,,DRIVE-SELF RENTAL OWNER,2001-10-02,2336 ST CLAIR AVE W,TORONTO,43.66994785064771,-79.47924343476872
1591,DOLLAR & THRIFTY CAR RENTAL,DRIVE-SELF RENTAL OWNER,2004-03-20,5553 DUNDAS ST W,TORONTO,43.6305086109953,-79.5491607351925
1592,U-SAVE CAR & TRUCK RENTAL,DRIVE-SELF RENTAL OWNER,2010-04-29,5249 DUNDAS ST W,TORONTO,43.6385242935959,-79.5380117137504
1600,,DRIVE-SELF RENTAL OWNER,2010-05-13,65 FRONT ST W,TORONTO,43.64582163153374,-79.37992928319747
1603,NEW HORIZONS CAR & TRUCK RENTALS LTD,DRIVE-SELF RENTAL OWNER,2007-04-05,141 TORYORK DR,TORONTO,43.75774995365367,-79.5542030257117
1605,RENT-A-WRECK,DRIVE-SELF RENTAL OWNER,2011-05-27,3802 BLOOR ST W,TORONTO,43.6418041255209,-79.5353463739121
1612,THRIFTY CAR RENTAL,DRIVE-SELF RENTAL OWNER,2003-06-26,3005 BLOOR ST W,TORONTO,43.6474883849776,-79.5108010285755
